def	fit	ion	x0	tag	sumFormula	x_Lo	x_Hi	d2_Ctr	d2_Lo	d2_Hi	d1_Ctr	d1_Lo	d1_Hi	d0_Ctr	d0_Lo	d0_Hi	calFac	calUnit	charge	ionizFrac	fragOf	isotopeOf	comments	standards	families	baseline	intCalIn
1	1	C13H16N2O2+	232.120629		C13H16N2O2	232.107481	232.133777												1								
1	1	C8H9O8+	233.029194		C8H9O8	233.016548	233.042936												1								
1	1	C9H13O7+	233.065579		C9H13O7	233.052932	233.079324												1								
1	1	C8H13N2O6+	233.076813		C8H13N2O6	233.064164	233.090558												1								
1	1	C10H17O6+	233.101965		C10H17O6	233.089315	233.115711												1								
1	1	C9H17N2O5+	233.113198		C9H17N2O5	233.100549	233.126945												1								
1	1	C11H21O5+	233.138350		C11H21O5	233.125699	233.152099												1								
1	1	C10H21N2O4+	233.149584		C10H21N2O4	233.136932	233.163332												1								
1	1	C16H27N+	233.213801		C16H27N	233.200597	233.227005												1								
1	1	C10H2O7+	233.979504		C10H2O7	233.966809	233.993295												1								
1	1	C10H4NO6+	234.003313		C10H4NO6	233.990618	234.017106												1								
1	1	C8H12NO7+	234.060828		C8H12NO7	234.048130	234.074624												1								
1	1	C12H12NO4+	234.076084		C12H12NO4	234.063385	234.089881												1								
1	1	C9H16NO6+	234.097214		C9H16NO6	234.084513	234.111011												1								
1	1	C13H16NO3+	234.112470		C13H16NO3	234.099769	234.126267												1								
1	1	C10H20NO5+	234.133599		C10H20NO5	234.120897	234.147399												1								
1	1	C14H20NO2+	234.148855		C14H20NO2	234.136153	234.162655												1								
1	1	C15H24NO+	234.185241		C15H24NO	234.172536	234.199042												1								
1	1	C12H30N2O2+	234.230180		C12H30N2O2	234.216925	234.243435												1								
1	1	C10H3O7+	234.987329		C10H3O7	234.974583	235.001171												1								
1	1	C7H7O9+	235.008458		C7H7O9	234.995163	235.021753												1								
1	1	C8H11O8+	235.044844		C8H11O8	235.031547	235.058141												1								
1	1	C9H15O7+	235.081229		C9H15O7	235.068479	235.095077												1								
1	1	C10H19O6+	235.117615		C10H19O6	235.104862	235.131464												1								
1	1	C14H19O3+	235.132871		C14H19O3	235.120117	235.146721												1								
1	1	C11H23O5+	235.154000		C11H23O5	235.141246	235.167852												1								
1	1	C10H23N2O4+	235.165234		C10H23N2O4	235.151931	235.178537												1								
1	1	C15H23O2+	235.169256		C15H23O2	235.155953	235.182559												1								
1	1	C16H27O+	235.205642		C16H27O	235.192337	235.218947												1								
1	1	C17H31+	235.242027		C17H31	235.228720	235.255334												1								
1	1	C10H4O7+	235.995154		C10H4O7	235.982356	236.009048												1								
1	1	C10H6NO6+	236.018963		C10H6NO6	236.006165	236.032859												1								
1	1	C14H6NO3+	236.034219		C14H6NO3	236.021420	236.048116												1								
1	1	C11H10NO5+	236.055349		C11H10NO5	236.042548	236.069246												1								
1	1	C15H10NO2+	236.070605		C15H10NO2	236.057805	236.084503												1								
1	1	C12H14NO4+	236.091734		C12H14NO4	236.078932	236.105634												1								
1	1	C9H18NO6+	236.112864		C9H18NO6	236.100060	236.126764												1								
1	1	C14H22NO2+	236.164505		C14H22NO2	236.151700	236.178408												1								
1	1	C10H5O7+	237.002979		C10H5O7	236.990130	237.016924												1								
1	1	C10H9N2O5+	237.050598		C10H9N2O5	237.037746	237.064546												1								
1	1	C8H13O8+	237.060494		C8H13O8	237.047094	237.073894												1								
1	1	C11H13N2O4+	237.086983		C11H13N2O4	237.074131	237.100933												1								
1	1	C9H17O7+	237.096879		C9H17O7	237.084026	237.110830												1								
1	1	C13H17O4+	237.112135		C13H17O4	237.099281	237.126087												1								
1	1	C8H25O2Si3+	237.115686		C8H25O2Si3	237.102283	237.129089												1								
1	1	C10H21O6+	237.133265		C10H21O6	237.120409	237.147217												1								
1	1	C14H21O3+	237.148521		C14H21O3	237.135665	237.162475												1								
1	1	C18H21+	237.163777		C18H21	237.150372	237.177182												1								
1	1	C15H25O2+	237.184906		C15H25O2	237.171500	237.198312												1								
1	1	C9H4NO7+	237.998228		C9H4NO7	237.985328	238.012224												1								
1	1	C10H6O7+	238.010804		C10H6O7	237.997904	238.024802												1								
1	1	C6H8NO9+	238.019357		C6H8NO9	238.006457	238.033355												1								
1	1	C10H8NO6+	238.034613		C10H8NO6	238.021712	238.048612												1								
1	1	C7H12NO8+	238.055743		C7H12NO8	238.042840	238.069742												1								
1	1	C11H12NO5+	238.070999		C11H12NO5	238.058095	238.084999												1								
1	1	C8H16NO7+	238.092128		C8H16NO7	238.079224	238.106130												1								
1	1	C12H16NO4+	238.107384		C12H16NO4	238.094479	238.121387												1								
1	1	C9H3O8+	238.982243		C9H3O8	238.969294	238.996290												1								
1	1	C10H7O7+	239.018629		C10H7O7	239.005678	239.032678												1								
1	1	C6H11N2O8+	239.050992		C6H11N2O8	239.038038	239.065042												1								
1	1	C15H11O3+	239.070271		C15H11O3	239.057316	239.084322												1								
1	1	C8H15O8+	239.076144		C8H15O8	239.063189	239.090195												1								
1	1	C12H15O5+	239.091400		C12H15O5	239.078445	239.105453												1								
1	1	C13H19O4+	239.127786		C13H19O4	239.114828	239.141840												1								
1	1	C14H23O3+	239.164171		C14H23O3	239.150664	239.177678												1								
1	1	C18H23+	239.179427		C18H23	239.165919	239.192935												1								
1	1	C15H27O2+	239.200557		C15H27O2	239.187048	239.214066												1								
1	1	C9H6NO7+	240.013878		C9H6NO7	240.000876	240.027978												1								
1	1	C10H8O7+	240.026454		C10H8O7	240.013451	240.040555												1								
1	1	C10H10NO6+	240.050263		C10H10NO6	240.037259	240.064365												1								
1	1	C7H14NO8+	240.071393		C7H14NO8	240.058387	240.085495												1								
1	1	C11H14NO5+	240.086649		C11H14NO5	240.073643	240.100753												1								
1	1	C12H18NO4+	240.123034		C12H18NO4	240.110027	240.137139												1								
1	1	C9H5O8+	240.997894		C9H5O8	240.984841	241.012043												1								
1	1	C10H9O7+	241.034279		C10H9O7	241.021225	241.048431												1								
1	1	C6H13N2O8+	241.066642		C6H13N2O8	241.053585	241.080795												1								
1	1	C11H13O6+	241.070665		C11H13O6	241.057060	241.084270												1								
1	1	C15H13O3+	241.085921		C15H13O3	241.072863	241.100075												1								
1	1	C12H17O5+	241.107050		C12H17O5	241.093992	241.121206												1								
1	1	C13H21O4+	241.143436		C13H21O4	241.130375	241.157593												1								
1	1	C17H21O+	241.158692		C17H21O	241.145083	241.172301												1								
1	1	C14H25O3+	241.179821		C14H25O3	241.166760	241.193980												1								
1	1	C18H25+	241.195077		C18H25	241.181466	241.208688												1								
1	1	C15H29O2+	241.216207		C15H29O2	241.203143	241.230367												1								
1	1	C9H8NO7+	242.029528		C9H8NO7	242.016423	242.043731												1								
1	1	C10H10O7+	242.042104		C10H10O7	242.028998	242.056308												1								
1	1	C10H12NO6+	242.065914		C10H12NO6	242.052806	242.080118												1								
1	1	C14H12NO3+	242.081170		C14H12NO3	242.068061	242.095375												1								
1	1	C11H16NO5+	242.102299		C11H16NO5	242.089190	242.116506												1								
1	1	C14H28NO2+	242.211456		C14H28NO2	242.198341	242.225667												1								
1	1	C8H3O9+	242.977158		C8H3O9	242.964005	242.991409												1								
1	1	C9H7O8+	243.013544		C9H7O8	243.000388	243.027796												1								
1	1	C10H11O7+	243.049929		C10H11O7	243.036223	243.063635												1								
1	1	C14H11O4+	243.065185		C14H11O4	243.052027	243.079441												1								
1	1	C11H15O6+	243.086315		C11H15O6	243.073155	243.100571												1								
1	1	C10H15N2O5+	243.097548		C10H15N2O5	243.084389	243.111805												1								
1	1	C15H15O3+	243.101571		C15H15O3	243.088410	243.115828												1								
1	1	C11H19N2O4+	243.133934		C11H19N2O4	243.120772	243.148192												1								
1	1	C9H10NO7+	244.045178		C9H10NO7	244.031970	244.059484												1								
1	1	C10H12O7+	244.057754		C10H12O7	244.044546	244.072060												1								
1	1	C10H14NO6+	244.081564		C10H14NO6	244.068353	244.095871												1								
1	1	C8H5O9+	244.992808		C8H5O9	244.979552	245.007162												1								
1	1	C9H9O8+	245.029194		C9H9O8	245.015387	245.043001												1								
1	1	C10H13O7+	245.065579		C10H13O7	245.051770	245.079388												1								
1	1	C10H15NO6+	245.089389		C10H15NO6	245.076127	245.103747												1								
1	1	C11H17O6+	245.101965		C11H17O6	245.088154	245.115776												1								
1	1	C16H21O2+	245.153606		C16H21O2	245.139793	245.167419												1								
1	1	C17H25O+	245.189992		C17H25O	245.176177	245.203807												1								
1	1	C18H29+	245.226377		C18H29	245.212560	245.240194												1								
1	1	C9H12NO7+	246.060828		C9H12NO7	246.047517	246.075237												1								
1	1	C10H14O7+	246.073404		C10H14O7	246.060093	246.087813												1								
1	1	C10H16NO6+	246.097214		C10H16NO6	246.083352	246.111076												1								
1	1	C10H3N2O6+	246.998562		C10H3N2O6	246.985203	247.013019												1								
1	1	C8H7O9+	247.008458		C8H7O9	246.994550	247.022366												1								
1	1	C9H11O8+	247.044844		C9H11O8	247.030934	247.058754												1								
1	1	C10H15O7+	247.081229		C10H15O7	247.067317	247.095141												1								
1	1	C14H15O4+	247.096485		C14H15O4	247.082572	247.110398												1								
1	1	C11H19O6+	247.117615		C11H19O6	247.103701	247.131529												1								
1	1	C15H19O3+	247.132871		C15H19O3	247.118956	247.146786												1								
1	1	C12H23O5+	247.154000		C12H23O5	247.140084	247.167916												1								
1	1	C16H23O2+	247.169256		C16H23O2	247.155340	247.183172												1								
1	1	C17H27O+	247.205642		C17H27O	247.191724	247.219560												1								
1	1	C18H31+	247.242027		C18H31	247.228107	247.255947												1								
1	1	C9H14NO7+	248.076478		C9H14NO7	248.063064	248.090990												1								
1	1	C10H16O7+	248.089054		C10H16O7	248.075640	248.103566												1								
1	1	C10H18NO6+	248.112864		C10H18NO6	248.099447	248.127377												1								
1	1	C10H5N2O6+	249.014212		C10H5N2O6	249.000750	249.028772												1								
1	1	C8H9O9+	249.024108		C8H9O9	249.010646	249.038668												1								
1	1	C9H13O8+	249.060494		C9H13O8	249.046481	249.074507												1								
1	1	C10H17O7+	249.096879		C10H17O7	249.082864	249.110894												1								
1	1	C14H17O4+	249.112135		C14H17O4	249.098119	249.126151												1								
1	1	C11H21O6+	249.133265		C11H21O6	249.119248	249.147282												1								
1	1	C15H21O3+	249.148521		C15H21O3	249.134503	249.162539												1								
1	1	C12H25O5+	249.169650		C12H25O5	249.155631	249.183669												1								
1	1	C16H25O2+	249.184906		C16H25O2	249.170887	249.198925												1								
1	1	C17H29O+	249.221292		C17H29O	249.207271	249.235313												1								
1	1	C18H33+	249.257677		C18H33	249.243654	249.271700												1								
1	1	CH[79Br]3+	249.762289		CH[79Br]3	249.7491	249.7754												1						explIso		
1	1	C10H2O8+	249.974418		C10H2O8	249.960907	249.989027												1								
1	1	C10H4NO7+	249.998228		C10H4NO7	249.984715	250.012837												1								
1	1	C8H12NO8+	250.055743		C8H12NO8	250.042227	250.070355												1								
1	1	C9H16NO7+	250.092128		C9H16NO7	250.078611	250.106743												1								
1	1	C13H16NO4+	250.107384		C13H16NO4	250.093866	250.122000												1								
1	1	C10H20NO6+	250.128514		C10H20NO6	250.114994	250.143130												1								
1	1	C14H20NO3+	250.143770		C14H20NO3	250.130251	250.158387												1								
1	1	C11H24NO5+	250.164899		C11H24NO5	250.151379	250.179517												1								
1	1	C10H3O8+	250.982243		C10H3O8	250.968681	250.996903												1								
1	1	C10H7N2O6+	251.029862		C10H7N2O6	251.016297	251.044525												1								
1	1	C8H11O9+	251.039758		C8H11O9	251.026193	251.054421												1								
1	1	C9H15O8+	251.076144		C9H15O8	251.062576	251.090808												1								
1	1	C12H15N2O4+	251.102633		C12H15N2O4	251.089065	251.117299												1								
1	1	C10H19O7+	251.112529		C10H19O7	251.098960	251.127196												1								
1	1	C14H19O4+	251.127786		C14H19O4	251.114215	251.142453												1								
1	1	CH[79Br]2[81Br]+	251.760241		CH[79Br]2[81Br]	251.7470	251.7735												1						explIso		
1	1	C10H4O8+	251.990069		C10H4O8	251.976454	252.004780												1								
1	1	C10H6NO7+	252.013878		C10H6NO7	252.000263	252.028591												1								
1	1	C7H10NO9+	252.035007		C7H10NO9	252.021391	252.049721												1								
1	1	C11H10NO6+	252.050263		C11H10NO6	252.036646	252.064978												1								
1	1	C8H14NO8+	252.071393		C8H14NO8	252.057774	252.086108												1								
1	1	C12H14NO5+	252.086649		C12H14NO5	252.073030	252.101366												1								
1	1	C13H18NO4+	252.123034		C13H18NO4	252.109414	252.137752												1								
1	1	C10H5O8+	252.997894		C10H5O8	252.984228	253.012656												1								
1	1	C10H9N2O6+	253.045512		C10H9N2O6	253.031844	253.060278												1								
1	1	C8H13O9+	253.055408		C8H13O9	253.041191	253.069625												1								
1	1	C9H17O8+	253.091794		C9H17O8	253.078124	253.106562												1								
1	1	CH[79Br][81Br]2+	253.758193		CH[79Br][81Br]2	253.7449	253.7715												1						explIso		
1	1	C9H4NO8+	253.993143		C9H4NO8	253.979426	254.007956												1								
1	1	C10H6O8+	254.005719		C10H6O8	253.992001	254.020533												1								
1	1	C10H8NO7+	254.029528		C10H8NO7	254.015810	254.044344												1								
1	1	C7H12NO9+	254.050657		C7H12NO9	254.036938	254.065474												1								
1	1	C11H12NO6+	254.065914		C11H12NO6	254.052193	254.080731												1								
1	1	C8H16NO8+	254.087043		C8H16NO8	254.073321	254.101861												1								
1	1	C12H16NO5+	254.102299		C12H16NO5	254.088577	254.117119												1								
1	1	C9H3O9+	254.977158		C9H3O9	254.963392	254.992022												1								
1	1	C10H7O8+	255.013544		C10H7O8	254.999775	255.028409												1								
1	1	C10H11N2O6+	255.061163		C10H11N2O6	255.047391	255.076031												1								
1	1	C8H15O9+	255.071058		C8H15O9	255.057287	255.085927												1								
1	1	C14H23O4+	255.159086		C14H23O4	255.145309	255.173959												1								
1	1	S8+	255.776021		S8	255.7578	255.7942		0.00										1						SulfurPoly		
1	1	C9H6NO8+	256.008793		C9H6NO8	255.994973	256.023709												1								
1	1	C10H8O8+	256.021369		C10H8O8	256.007548	256.036286												1								
1	1	C10H10NO7+	256.045178		C10H10NO7	256.031357	256.060097												1								
1	1	C7H14NO9+	256.066307		C7H14NO9	256.052485	256.081227												1								
1	1	C12H18NO5+	256.117949		C12H18NO5	256.104124	256.132872												1								
1	1	HS8+	256.783846		HS8	256.7656	256.8021		0.00										1						SulfurPoly		
1	1	C9H5O9+	256.992808		C9H5O9	256.978939	257.007775												1								
1	1	C10H9O8+	257.029194		C10H9O8	257.015322	257.044162												1								
1	1	C10H13N2O6+	257.076813		C10H13N2O6	257.062938	257.091784												1								
1	1	C12H17O6+	257.101965		C12H17O6	257.088089	257.116937												1								
1	1	C13H21O5+	257.138350		C13H21O5	257.124473	257.153325												1								
1	1	C12H21N2O4+	257.149584		C12H21N2O4	257.135706	257.164558												1								
1	1	C4[35Cl]6+	257.812568		C4[35Cl]6	257.7990	257.8261												1						explIso		
1	1	C9H8NO8+	258.024443		C9H8NO8	258.010520	258.039462												1								
1	1	C10H10O8+	258.037019		C10H10O8	258.023095	258.052039												1								
1	1	C10H12NO7+	258.060828		C10H12NO7	258.046904	258.075850												1								
1	1	C11H16NO6+	258.097214		C11H16NO6	258.083287	258.112237												1								
1	1	C12H20NO5+	258.133599		C12H20NO5	258.119671	258.148625												1								
1	1	C14H28NO3+	258.206370		C14H28NO3	258.192439	258.221399												1								
1	1	C15H32NO2+	258.242756		C15H32NO2	258.228822	258.257786												1								
1	1	C4H[35Cl]6+	258.820393		C4H[35Cl]6	258.8068	258.8340												1						explIso		
1	1	C8H3O10+	258.972073		C8H3O10	258.958102	258.987140												1								
1	1	C9H7O9+	259.008458		C9H7O9	258.994486	259.023528												1								
1	1	C10H11O8+	259.044844		C10H11O8	259.030869	259.059915												1								
1	1	C13H11N2O4+	259.071333		C13H11N2O4	259.057358	259.086406												1								
1	1	C10H15N2O6+	259.092463		C10H15N2O6	259.078485	259.107537												1								
1	1	C12H19O6+	259.117615		C12H19O6	259.103636	259.132690												1								
1	1	C17H23O2+	259.169256		C17H23O2	259.154727	259.183785												1								
1	1	C4[35Cl]5[37Cl]+	259.809617		C4[35Cl]5[37Cl]	259.7960	259.8232												1						explIso		
1	1	C9H10NO8+	260.040093		C9H10NO8	260.026067	260.055215												1								
1	1	C10H12O8+	260.052669		C10H12O8	260.038642	260.067792												1								
1	1	C10H14NO7+	260.076478		C10H14NO7	260.062451	260.091603												1								
1	1	C4H[35Cl]5[37Cl]+	260.817442		C4H[35Cl]5[37Cl]	260.8038	260.8311												1						explIso		
1	1	C8H5O10+	260.987723		C8H5O10	260.973649	261.002893												1								
1	1	C9H9O9+	261.024108		C9H9O9	261.010033	261.039281												1								
1	1	C10H13O8+	261.060494		C10H13O8	261.046416	261.075668												1								
1	1	C14H13O5+	261.075750		C14H13O5	261.061672	261.090926												1								
1	1	C13H13N2O4+	261.086983		C13H13N2O4	261.072905	261.102159												1								
1	1	C11H17O7+	261.096879		C11H17O7	261.082800	261.112056												1								
1	1	C12H21O6+	261.133265		C12H21O6	261.119183	261.148443												1								
1	1	C19H33+	261.257677		C19H33	261.243041	261.272313												1								
1	1	C4[35Cl]4[37Cl]2+	261.806667		C4[35Cl]4[37Cl]2	261.7930	261.8204												1						explIso		
1	1	C9H12NO8+	262.055743		C9H12NO8	262.041614	262.070968												1								
1	1	C10H14O8+	262.068319		C10H14O8	262.054189	262.083545												1								
1	1	C10H16NO7+	262.092128		C10H16NO7	262.077998	262.107356												1								
1	1	C4H[35Cl]4[37Cl]2+	262.814492		C4H[35Cl]4[37Cl]2	262.8007	262.8282												1						explIso		
1	1	C10H3N2O7+	262.993477		C10H3N2O7	262.979300	263.008750												1								
1	1	C8H7O10+	263.003373		C8H7O10	262.989196	263.018646												1								
1	1	C9H11O9+	263.039758		C9H11O9	263.025580	263.055034												1								
1	1	C12H11N2O5+	263.066248		C12H11N2O5	263.052067	263.081525												1								
1	1	C10H15O8+	263.076144		C10H15O8	263.061415	263.090873												1								
1	1	C9H15N2O7+	263.087377		C9H15N2O7	263.073196	263.102656												1								
1	1	C11H19O7+	263.112529		C11H19O7	263.098347	263.127809												1								
1	1	C10H19N2O6+	263.123763		C10H19N2O6	263.109580	263.139042												1								
1	1	C15H19O4+	263.127786		C15H19O4	263.113602	263.143066												1								
1	1	C4[35Cl]3[37Cl]3+	263.803717		C4[35Cl]3[37Cl]3	263.7899	263.8175												1						explIso		
1	1	C9H14NO8+	264.071393		C9H14NO8	264.057161	264.086721												1								
1	1	C10H16O8+	264.083969		C10H16O8	264.069737	264.099297												1								
1	1	C10H18NO7+	264.107778		C10H18NO7	264.093545	264.123109												1								
1	1	C4H[35Cl]3[37Cl]3+	264.811542		C4H[35Cl]3[37Cl]3	264.7977	264.8254												1						explIso		
1	1	C10H5N2O7+	265.009127		C10H5N2O7	264.994848	265.024504												1								
1	1	C8H9O10+	265.019023		C8H9O10	265.004743	265.034399												1								
1	1	C9H13O9+	265.055408		C9H13O9	265.040578	265.070238												1								
1	1	C10H17O8+	265.091794		C10H17O8	265.076962	265.106626												1								
1	1	C10H2O9+	265.969333		C10H2O9	265.955005	265.984759												1								
1	1	C10H4NO8+	265.993143		C10H4NO8	265.978813	266.008569												1								
1	1	C8H12NO9+	266.050657		C8H12NO9	266.036325	266.066087												1								
1	1	C9H16NO8+	266.087043		C9H16NO8	266.072708	266.102474												1								
1	1	C13H16NO5+	266.102299		C13H16NO5	266.087964	266.117732												1								
1	1	C10H20NO7+	266.123428		C10H20NO7	266.109092	266.138862												1								
1	1	C14H20NO4+	266.138685		C14H20NO4	266.124348	266.154118												1								
1	1	C10H3O9+	266.977158		C10H3O9	266.962779	266.992635												1								
1	1	C10H7N2O7+	267.024777		C10H7N2O7	267.010395	267.040257												1								
1	1	C8H11O10+	267.034673		C8H11O10	267.020291	267.050153												1								
1	1	C11H11N2O6+	267.061163		C11H11N2O6	267.046778	267.076644												1								
1	1	C9H15O9+	267.071058		C9H15O9	267.056125	267.085991												1								
1	1	C12H15N2O5+	267.097548		C12H15N2O5	267.083163	267.113031												1								
1	1	C10H19O8+	267.107444		C10H19O8	267.093058	267.122928												1								
1	1	C9H19N2O7+	267.118677		C9H19N2O7	267.104290	267.134162												1								
1	1	C14H19O5+	267.122700		C14H19O5	267.108313	267.138185												1								
1	1	C13H19N2O4+	267.133934		C13H19N2O4	267.119546	267.149418												1								
1	1	C18H35O+	267.268242		C18H35O	267.253299	267.283185												1								
1	1	C19H39+	267.304628		C19H39	267.289683	267.319573												1								
1	1	C10H4O9+	267.984983		C10H4O9	267.970552	268.000512												1								
1	1	C10H6NO8+	268.008793		C10H6NO8	267.994360	268.024322												1								
1	1	C11H10NO7+	268.045178		C11H10NO7	268.030744	268.060710												1								
1	1	C15H10NO4+	268.060434		C15H10NO4	268.045999	268.075967												1								
1	1	C8H14NO9+	268.066307		C8H14NO9	268.051872	268.081840												1								
1	1	C12H14NO6+	268.081564		C12H14NO6	268.067127	268.097097												1								
1	1	C9H18NO8+	268.102693		C9H18NO8	268.088256	268.118228												1								
1	1	C10H22NO7+	268.139078		C10H22NO7	268.124639	268.154615												1								
1	1	C14H22NO4+	268.154335		C14H22NO4	268.139895	268.169871												1								
1	1	C10H5O9+	268.992808		C10H5O9	268.978326	269.008388												1								
1	1	C10H9N2O7+	269.040427		C10H9N2O7	269.025942	269.056010												1								
1	1	C8H13O10+	269.050323		C8H13O10	269.035838	269.065906												1								
1	1	C9H17O9+	269.086709		C9H17O9	269.072221	269.102293												1								
1	1	C16H35N3+	269.282550		C16H35N3	269.268052	269.298144												1								
1	1	C18H37O+	269.283892		C18H37O	269.268846	269.298938												1								
1	1	C9H4NO9+	269.988057		C9H4NO9	269.973524	270.003688												1								
1	1	C10H6O9+	270.000633		C10H6O9	269.986099	270.016265												1								
1	1	C10H8NO8+	270.024443		C10H8NO8	270.009907	270.040075												1								
1	1	C7H12NO10+	270.045572		C7H12NO10	270.031036	270.061206												1								
1	1	C9H3O10+	270.972073		C9H3O10	270.957489	270.987753												1								
1	1	C10H7O9+	271.008458		C10H7O9	270.993873	271.024141												1								
1	1	C10H11N2O7+	271.056077		C10H11N2O7	271.040940	271.071214												1								
1	1	C8H15O10+	271.065973		C8H15O10	271.051385	271.081659												1								
1	1	C14H23O5+	271.154000		C14H23O5	271.139407	271.169691												1								
1	1	C15H31N2O2+	271.238005		C15H31N2O2	271.223407	271.253699												1								
1	1	C20H31+	271.242027		C20H31	271.226881	271.257173												1								
1	1	C9H6NO9+	272.003707		C9H6NO9	271.989071	272.019441												1								
1	1	C10H8O9+	272.016283		C10H8O9	272.001646	272.032018												1								
1	1	C10H10NO8+	272.040093		C10H10NO8	272.025454	272.055828												1								
1	1	C7H14NO10+	272.061222		C7H14NO10	272.046583	272.076959												1								
1	1	C12H18NO6+	272.112864		C12H18NO6	272.098221	272.128603												1								
1	1	C9H5O10+	272.987723		C9H5O10	272.973036	273.003506												1								
1	1	C10H9O9+	273.024108		C10H9O9	273.009420	273.039894												1								
1	1	C10H13N2O7+	273.071727		C10H13N2O7	273.057036	273.087516												1								
1	1	C20H33+	273.257677		C20H33	273.242428	273.272926												1								
1	1	C9H8NO9+	274.019357		C9H8NO9	274.004618	274.035194												1								
1	1	C10H10O9+	274.031933		C10H10O9	274.017193	274.047771												1								
1	1	C10H12NO8+	274.055743		C10H12NO8	274.041001	274.071581												1								
1	1	C19H32N+	274.252926		C19H32N	274.238175	274.268775												1								
1	1	C8H3O11+	274.966987		C8H3O11	274.952200	274.982872												1								
1	1	C9H7O10+	275.003373		C9H7O10	274.988583	275.019259												1								
1	1	C10H11O9+	275.039758		C10H11O9	275.024967	275.055647												1								
1	1	C10H15N2O7+	275.087377		C10H15N2O7	275.072583	275.103269												1								
1	1	C14H33N3O2+	275.256729		C14H33N3O2	275.241926	275.272628												1								
1	1	C9H10NO9+	276.035007		C9H10NO9	276.020165	276.050947												1								
1	1	C10H12O9+	276.047583		C10H12O9	276.032740	276.063524												1								
1	1	C10H14NO8+	276.071393		C10H14NO8	276.056548	276.087334												1								
1	1	C8H5O11+	276.982637		C8H5O11	276.967747	276.998625												1								
1	1	C9H9O10+	277.019023		C9H9O10	277.004130	277.035012												1								
1	1	C10H13O9+	277.055408		C10H13O9	277.040514	277.071400												1								
1	1	C9H12NO9+	278.050657		C9H12NO9	278.035712	278.066700												1								
1	1	C10H14O9+	278.063233		C10H14O9	278.048287	278.079277												1								
1	1	C10H16NO8+	278.087043		C10H16NO8	278.072095	278.103087												1								
1	1	C10H3N2O8+	278.988391		C10H3N2O8	278.973398	279.004482												1								
1	1	C8H7O11+	278.998287		C8H7O11	278.983294	279.014378												1								
1	1	C9H11O10+	279.034673		C9H11O10	279.019678	279.050766												1								
1	1	C10H15O9+	279.071058		C10H15O9	279.056061	279.087153												1								
1	1	C15H19O5+	279.122700		C15H19O5	279.107700	279.138798												1								
1	1	C12H23O7+	279.143829		C12H23O7	279.128828	279.159928												1								
1	1	C16H23O4+	279.159086		C16H23O4	279.143535	279.174637												1								
1	1	C9H14NO9+	280.066307		C9H14NO9	280.051259	280.082453												1								
1	1	C10H16O9+	280.078884		C10H16O9	280.063834	280.095030												1								
1	1	C10H18NO8+	280.102693		C10H18NO8	280.087643	280.118841												1								
1	1	C14H18NO5+	280.117949		C14H18NO5	280.102898	280.134098												1								
1	1	C10H5N2O8+	281.004042		C10H5N2O8	280.988945	281.020235												1								
1	1	C8H9O11+	281.013938		C8H9O11	280.998841	281.030131												1								
1	1	C9H13O10+	281.050323		C9H13O10	281.034676	281.065970												1								
1	1	C7H21O4Si4+	281.051142		C7H21O4Si4	281.035495	281.066789												1					ARICalGas2	ARICalTank1;CalGasOliktok		
1	1	C15H9N2O4+	281.055683		C15H9N2O4	281.040585	281.071879												1								
1	1	C10H17O9+	281.086709		C10H17O9	281.071060	281.102358												1								
1	1	C9H17N2O8+	281.097942		C9H17N2O8	281.082841	281.114141												1								
1	1	C11H21O8+	281.123094		C11H21O8	281.107992	281.139294												1								
1	1	C14H21N2O4+	281.149584		C14H21N2O4	281.134480	281.165784												1								
1	1	C10H2O10+	281.964248		C10H2O10	281.949102	281.980490												1								
1	1	C10H4NO9+	281.988057		C10H4NO9	281.972911	282.004301												1								
1	1	C8H12NO10+	282.045572		C8H12NO10	282.030423	282.061819												1								
1	1	C9H16NO9+	282.081958		C9H16NO9	282.066806	282.098206												1								
1	1	C10H20NO8+	282.118343		C10H20NO8	282.103190	282.134594												1								
1	1	C11H24NO7+	282.154729		C11H24NO7	282.139573	282.170981												1								
1	1	C15H24NO4+	282.169985		C15H24NO4	282.154829	282.186237												1								
1	1	C10H3O10+	282.972073		C10H3O10	282.956876	282.988366												1								
1	1	C10H7N2O8+	283.019692		C10H7N2O8	283.004492	283.035988												1								
1	1	C8H11O11+	283.029588		C8H11O11	283.014388	283.045884												1								
1	1	C9H15O10+	283.065973		C9H15O10	283.050772	283.082272												1								
1	1	C18H35O2+	283.263157		C18H35O2	283.247397	283.278917												1								
1	1	C10H4O10+	283.979898		C10H4O10	283.964649	283.996243												1								
1	1	C10H6NO9+	284.003707		C10H6NO9	283.988458	284.020054												1								
1	1	C7H10NO11+	284.024837		C7H10NO11	284.009586	284.041184												1								
1	1	C10H5O10+	284.987723		C10H5O10	284.972423	285.004119												1								
1	1	C10H9N2O8+	285.035342		C10H9N2O8	285.020039	285.051741												1								
1	1	C8H13O11+	285.045238		C8H13O11	285.029935	285.061637												1								
1	1	C9H17O10+	285.081623		C9H17O10	285.066319	285.098025												1								
1	1	C13H37N2O4+	285.274784		C13H37N2O4	285.259470	285.291196												1								
1	1	C9H4NO10+	285.982972		C9H4NO10	285.967621	285.999419												1								
1	1	C10H6O10+	285.995548		C10H6O10	285.980196	286.011996												1								
